data;horario;tipo_de_ocorrencia;km;trecho;sentido;tipo_de_acidente;mortos
18/01/2021;14:20:00;3 - Acidente com Danos Materiais;348;BR-116/SP;Sul;Tombamento;
18/01/2021;14:50:00;3 - Acidente com Danos Materiais;565,2;BR-116/SP;Sul;Tombamento;
18/01/2021;15:00:00;3 - Acidente com Danos Materiais;42,1;BR-116/PR;Sul;"Choque - Defensa, barreira ou ""submarino""";
18/01/2021;15:37:00;3 - Acidente com Danos Materiais;547,1;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
18/01/2021;16:31:00;3 - Acidente com Danos Materiais;390,4;BR-116/SP;Norte;Saida de Pista;
18/01/2021;16:58:00;3 - Acidente com Danos Materiais;340;BR-116/SP;Sul;Capotamento;
18/01/2021;17:29:00;3 - Acidente com Danos Materiais;46,9;BR-116/PR;Norte;"Choque - Defensa, barreira ou ""submarino""";
18/01/2021;17:29:00;3 - Acidente com Danos Materiais;336,8;BR-116/SP;Norte;Choque - Elemento de Drenagem;
18/01/2021;17:42:00;3 - Acidente com Danos Materiais;509,7;BR-116/SP;Norte;Capotamento;
18/01/2021;17:45:00;3 - Acidente com Danos Materiais;550,25;BR-116/SP;Norte;Capotamento;
18/01/2021;17:49:00;3 - Acidente com Danos Materiais;377;BR-116/SP;Norte;Saida de Pista;
18/01/2021;18:04:00;3 - Acidente com Danos Materiais;567,1;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
18/01/2021;18:51:00;3 - Acidente com Danos Materiais;485,7;BR-116/SP;Sul;Colisão Traseira;
18/01/2021;19:50:00;3 - Acidente com Danos Materiais;416,3;BR-116/SP;Sul;Saida de Pista;
18/01/2021;22:00:00;3 - Acidente com Danos Materiais;523,4;BR-116/SP;Norte;Saida de Pista;
18/01/2021;22:21:00;2 - Acidente com VITIMA;43,2;BR-116/PR;Sul;"Choque - Defensa, barreira ou ""submarino""";
18/01/2021;22:30:00;3 - Acidente com Danos Materiais;541,1;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
19/01/2021;00:25:00;3 - Acidente com Danos Materiais;450,5;BR-116/SP;Norte;Saida de Pista;
19/01/2021;01:36:00;3 - Acidente com Danos Materiais;411;BR-116/SP;Norte;Saida de Pista;
19/01/2021;01:52:00;3 - Acidente com Danos Materiais;475;BR-116/SP;Sul;Saida de Pista;
19/01/2021;05:59:00;3 - Acidente com Danos Materiais;386;BR-116/SP;Norte;Tombamento;
19/01/2021;06:13:00;3 - Acidente com Danos Materiais;38,36;BR-116/PR;Sul;"Choque - Defensa, barreira ou ""submarino""";
19/01/2021;07:05:00;2 - Acidente com VITIMA;507;BR-116/SP;Sul;Capotamento;
19/01/2021;08:32:00;3 - Acidente com Danos Materiais;38;BR-116/PR;Sul;"Choque - Defensa, barreira ou ""submarino""";
19/01/2021;08:36:00;3 - Acidente com Danos Materiais;42;BR-116/PR;Sul;"Choque - Defensa, barreira ou ""submarino""";
19/01/2021;10:28:00;3 - Acidente com Danos Materiais;16,7;BR-116/PR;Norte;"Choque - Defensa, barreira ou ""submarino""";
19/01/2021;10:30:00;3 - Acidente com Danos Materiais;348,8;BR-116/SP;Sul;Colisão Traseira;
19/01/2021;11:23:00;3 - Acidente com Danos Materiais;322;BR-116/SP;Norte;Colisão Lateral;
19/01/2021;12:22:00;3 - Acidente com Danos Materiais;15;BR-116/PR;Sul;"Choque - Defensa, barreira ou ""submarino""";
19/01/2021;13:34:00;2 - Acidente com VITIMA;5;BR-116/PR;Norte;"Choque - Defensa, barreira ou ""submarino""";
19/01/2021;13:42:00;3 - Acidente com Danos Materiais;422,1;BR-116/SP;Sul;Colisão Traseira;
19/01/2021;15:58:00;3 - Acidente com Danos Materiais;14,1;BR-116/PR;Norte;"Choque - Defensa, barreira ou ""submarino""";
19/01/2021;16:03:00;3 - Acidente com Danos Materiais;507;BR-116/SP;Norte;"Choque - Defensa, barreira ou ""submarino""";
19/01/2021;16:20:00;3 - Acidente com Danos Materiais;509,7;BR-116/SP;Norte;"Choque - Defensa, barreira ou ""submarino""";
19/01/2021;16:39:00;3 - Acidente com Danos Materiais;16,9;BR-116/PR;Norte;"Choque - Defensa, barreira ou ""submarino""";
19/01/2021;19:31:00;3 - Acidente com Danos Materiais;507,35;BR-116/SP;Norte;Capotamento;
19/01/2021;20:08:00;3 - Acidente com Danos Materiais;332;BR-116/SP;Norte;Saida de Pista;
19/01/2021;20:25:00;3 - Acidente com Danos Materiais;423,8;BR-116/SP;Sul;Saida de Pista;
19/01/2021;21:10:00;3 - Acidente com Danos Materiais;529;BR-116/SP;Norte;Choque - Outros;
20/01/2021;02:11:00;3 - Acidente com Danos Materiais;322,5;BR-116/SP;Norte;Saida de Pista;
20/01/2021;03:19:00;3 - Acidente com Danos Materiais;60,8;BR-116/PR;Norte;"Choque - Defensa, barreira ou ""submarino""";
20/01/2021;03:47:00;3 - Acidente com Danos Materiais;550;BR-116/SP;Sul;Capotamento;
20/01/2021;06:16:00;3 - Acidente com Danos Materiais;319,8;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
20/01/2021;06:22:00;3 - Acidente com Danos Materiais;14,5;BR-116/PR;Norte;"Choque - Defensa, barreira ou ""submarino""";
20/01/2021;07:23:00;2 - Acidente com VITIMA;564,1;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
20/01/2021;07:23:00;3 - Acidente com Danos Materiais;566;BR-116/SP;Sul;Choque - Elemento de Drenagem;
20/01/2021;07:54:00;2 - Acidente com VITIMA;274,9;BR-116/SP;Norte;Colisão Lateral;
20/01/2021;14:20:00;2 - Acidente com VITIMA;460,8;BR-116/SP;Norte;Colisão Traseira;
20/01/2021;16:15:00;3 - Acidente com Danos Materiais;9,6;BR-116/PR;Sul;"Choque - Defensa, barreira ou ""submarino""";
20/01/2021;16:18:00;3 - Acidente com Danos Materiais;23,3;BR-116/PR;Norte;"Choque - Defensa, barreira ou ""submarino""";
20/01/2021;17:26:00;3 - Acidente com Danos Materiais;541,5;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
20/01/2021;17:27:00;3 - Acidente com Danos Materiais;30,95;BR-116/PR;Sul;"Choque - Defensa, barreira ou ""submarino""";
20/01/2021;18:10:00;2 - Acidente com VITIMA;279,9;BR-116/SP;Norte;Colisão Lateral;
20/01/2021;20:37:00;3 - Acidente com Danos Materiais;298,799;BR-116/SP;Norte;Choque - Outros;
20/01/2021;23:46:00;3 - Acidente com Danos Materiais;362;BR-116/SP;Sul;Colisão Traseira;
21/01/2021;03:55:00;3 - Acidente com Danos Materiais;532,2;BR-116/SP;Sul;Engavetamento;
21/01/2021;04:50:00;3 - Acidente com Danos Materiais;541;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
21/01/2021;06:18:00;3 - Acidente com Danos Materiais;67,6;BR-116/PR;Sul;"Choque - Defensa, barreira ou ""submarino""";
21/01/2021;12:28:00;3 - Acidente com Danos Materiais;442;BR-116/SP;Sul;Saida de Pista;
21/01/2021;13:57:00;3 - Acidente com Danos Materiais;341;BR-116/SP;Sul;Colisão Traseira;
21/01/2021;14:35:00;3 - Acidente com Danos Materiais;485,7;BR-116/SP;Sul;Colisão Traseira;
21/01/2021;15:56:00;3 - Acidente com Danos Materiais;314,45;BR-116/SP;Norte;"Choque - Defensa, barreira ou ""submarino""";
21/01/2021;19:20:00;3 - Acidente com Danos Materiais;440;BR-116/SP;Norte;Colisão Lateral;
21/01/2021;19:47:00;2 - Acidente com VITIMA;498,4;BR-116/SP;Norte;Colisão Traseira;
21/01/2021;19:50:00;3 - Acidente com Danos Materiais;10,3;BR-116/CW;Norte;Colisão Traseira;
21/01/2021;22:04:00;2 - Acidente com VITIMA;273,4;BR-116/SP;Norte;Engavetamento;
21/01/2021;22:56:00;2 - Acidente com VITIMA;280,6;BR-116/SP;Sul;Colisão Traseira;
22/01/2021;00:10:00;2 - Acidente com VITIMA;541,6;BR-116/SP;Sul;Capotamento;
22/01/2021;04:14:00;3 - Acidente com Danos Materiais;446,9;BR-116/SP;Norte;Choque - Poste;
22/01/2021;08:24:00;2 - Acidente com VITIMA;495,2;BR-116/SP;Sul;Capotamento;
22/01/2021;18:15:00;3 - Acidente com Danos Materiais;5,6;BR-116/PR;Norte;"Choque - Defensa, barreira ou ""submarino""";
22/01/2021;21:35:00;2 - Acidente com VITIMA;515;BR-116/SP;Norte;Choque - Talude;
22/01/2021;22:41:00;2 - Acidente com VITIMA;489,8;BR-116/SP;Norte;Colisão Transversal;
22/01/2021;23:47:00;2 - Acidente com VITIMA;487;BR-116/SP;Sul;Queda de Moto;
23/01/2021;06:22:00;2 - Acidente com VITIMA;278,5;BR-116/SP;Norte;Colisão Lateral;
23/01/2021;07:22:00;3 - Acidente com Danos Materiais;548,5;BR-116/SP;Norte;Saida de Pista;
23/01/2021;08:41:00;3 - Acidente com Danos Materiais;477,4;BR-116/SP;Sul;Saida de Pista;
23/01/2021;09:03:00;3 - Acidente com Danos Materiais;287,5;BR-116/SP;Sul;Colisão Traseira;
23/01/2021;10:46:00;2 - Acidente com VITIMA;366;BR-116/SP;Sul;Colisão Traseira;
23/01/2021;11:12:00;3 - Acidente com Danos Materiais;548,1;BR-116/SP;Norte;Colisão Traseira;
23/01/2021;11:20:00;2 - Acidente com VITIMA;273;BR-116/SP;Sul;Colisão Lateral;
23/01/2021;13:44:00;3 - Acidente com Danos Materiais;280,5;BR-116/SP;Sul;Colisão Traseira;
23/01/2021;14:45:00;3 - Acidente com Danos Materiais;548;BR-116/SP;Sul;Capotamento;
23/01/2021;15:26:00;3 - Acidente com Danos Materiais;447,5;BR-116/SP;Norte;Saida de Pista;
23/01/2021;17:12:00;3 - Acidente com Danos Materiais;28,15;BR-116/PR;Norte;"Choque - Defensa, barreira ou ""submarino""";
23/01/2021;18:12:00;3 - Acidente com Danos Materiais;541,8;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
23/01/2021;18:18:00;2 - Acidente com VITIMA;489;BR-116/SP;Sul;Choque - Talude;
23/01/2021;20:49:00;2 - Acidente com VITIMA;567,16;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
23/01/2021;22:03:00;1 - Acidente com Vitima Fatal;463,9;BR-116/SP;Sul;Colisão Traseira;1
23/01/2021;22:27:00;2 - Acidente com VITIMA;353;BR-116/SP;Sul;Saida de Pista;
23/01/2021;23:55:00;3 - Acidente com Danos Materiais;16,4;BR-116/CW;Norte;Colisão Lateral;
24/01/2021;00:49:00;2 - Acidente com VITIMA;286;BR-116/SP;Norte;Queda de Moto;
24/01/2021;01:32:00;2 - Acidente com VITIMA;275;BR-116/SP;Norte;"Choque - Defensa, barreira ou ""submarino""";
24/01/2021;05:31:00;2 - Acidente com VITIMA;271;BR-116/SP;Sul;Colisão Traseira;
24/01/2021;05:47:00;2 - Acidente com VITIMA;272;BR-116/SP;Sul;Atropelamento - Outros;
24/01/2021;08:16:00;2 - Acidente com VITIMA;39;BR-116/PR;Norte;"Choque - Defensa, barreira ou ""submarino""";
24/01/2021;12:46:00;3 - Acidente com Danos Materiais;503,3;BR-116/SP;Sul;Choque - Talude;
24/01/2021;13:27:00;3 - Acidente com Danos Materiais;44,8;BR-116/PR;Sul;"Choque - Defensa, barreira ou ""submarino""";
24/01/2021;14:26:00;3 - Acidente com Danos Materiais;7;BR-116/PR;Sul;"Choque - Defensa, barreira ou ""submarino""";
24/01/2021;14:47:00;3 - Acidente com Danos Materiais;45,1;BR-116/PR;Norte;"Choque - Defensa, barreira ou ""submarino""";
24/01/2021;15:13:00;3 - Acidente com Danos Materiais;541,1;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
24/01/2021;16:00:00;3 - Acidente com Danos Materiais;285;BR-116/SP;Norte;"Choque - Defensa, barreira ou ""submarino""";
24/01/2021;16:04:00;3 - Acidente com Danos Materiais;42,1;BR-116/PR;Sul;"Choque - Defensa, barreira ou ""submarino""";
24/01/2021;16:30:00;2 - Acidente com VITIMA;445,05;BR-116/SP;Sul;Colisão Lateral;
24/01/2021;17:22:00;3 - Acidente com Danos Materiais;505;BR-116/SP;Sul;Choque - Elemento de Drenagem;
24/01/2021;17:48:00;3 - Acidente com Danos Materiais;285;BR-116/SP;Norte;Colisão Lateral;
24/01/2021;18:21:00;3 - Acidente com Danos Materiais;448;BR-116/SP;Norte;Saida de Pista;
24/01/2021;20:38:00;3 - Acidente com Danos Materiais;479;BR-116/SP;Norte;Saida de Pista;
24/01/2021;21:00:00;2 - Acidente com VITIMA;275,5;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
25/01/2021;03:50:00;3 - Acidente com Danos Materiais;318,1;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
25/01/2021;07:55:00;2 - Acidente com VITIMA;316,8;BR-116/SP;Sul;Queda de Moto;
25/01/2021;07:54:00;2 - Acidente com VITIMA;40,2;BR-116/PR;Norte;"Choque - Defensa, barreira ou ""submarino""";
25/01/2021;11:16:00;3 - Acidente com Danos Materiais;7,9;BR-116/PR;Sul;"Choque - Defensa, barreira ou ""submarino""";
25/01/2021;11:19:00;3 - Acidente com Danos Materiais;566,1;BR-116/SP;Sul;Travessia Canteiro Central;
25/01/2021;11:48:00;3 - Acidente com Danos Materiais;425,6;BR-116/SP;Sul;Colisão Traseira;
25/01/2021;13:24:00;2 - Acidente com VITIMA;331,3;BR-116/SP;Norte;Capotamento;
25/01/2021;14:24:00;2 - Acidente com VITIMA;270;BR-116/SP;Norte;Colisão Traseira;
25/01/2021;16:50:00;3 - Acidente com Danos Materiais;476,75;BR-116/SP;Norte;"Choque - Defensa, barreira ou ""submarino""";
25/01/2021;17:18:00;3 - Acidente com Danos Materiais;476,8;BR-116/SP;Norte;Colisão Traseira;
25/01/2021;17:35:00;3 - Acidente com Danos Materiais;14,7;BR-116/PR;Sul;"Choque - Defensa, barreira ou ""submarino""";
25/01/2021;18:18:00;3 - Acidente com Danos Materiais;512,9;BR-116/SP;Norte;Tombamento;
25/01/2021;18:22:00;3 - Acidente com Danos Materiais;545,8;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
25/01/2021;18:44:00;3 - Acidente com Danos Materiais;357,4;BR-116/SP;Norte;Choque - Elemento de Drenagem;
25/01/2021;19:59:00;3 - Acidente com Danos Materiais;296,5;BR-116/SP;Sul;Colisão Traseira;
25/01/2021;21:50:00;3 - Acidente com Danos Materiais;302,44;BR-116/SP;Norte;Choque - Elemento de Drenagem;
25/01/2021;22:54:00;3 - Acidente com Danos Materiais;282,9;BR-116/SP;Norte;Queda de Moto;
26/01/2021;08:28:00;2 - Acidente com VITIMA;314,4;BR-116/SP;Norte;Tombamento;
26/01/2021;12:53:00;3 - Acidente com Danos Materiais;426;BR-116/SP;Norte;Colisão Transversal;
26/01/2021;14:32:00;3 - Acidente com Danos Materiais;360,6;BR-116/SP;Sul;Colisão Traseira;
26/01/2021;14:47:00;3 - Acidente com Danos Materiais;508;BR-116/SP;Sul;Tombamento;
26/01/2021;17:15:00;2 - Acidente com VITIMA;322,4;BR-116/SP;Sul;Colisão Traseira;
26/01/2021;22:02:00;2 - Acidente com VITIMA;444,1;BR-116/SP;Norte;Colisão Traseira;
26/01/2021;22:32:00;3 - Acidente com Danos Materiais;400;BR-116/SP;Norte;Colisão Traseira;
27/01/2021;02:15:00;3 - Acidente com Danos Materiais;386,45;BR-116/SP;Sul;Colisão Traseira;
27/01/2021;02:25:00;3 - Acidente com Danos Materiais;484,8;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
27/01/2021;06:51:00;2 - Acidente com VITIMA;6;BR-116/CW;Norte;Colisão Traseira;
27/01/2021;07:12:00;3 - Acidente com Danos Materiais;433;BR-116/SP;Norte;Saida de Pista;
27/01/2021;11:46:00;2 - Acidente com VITIMA;546,7;BR-116/SP;Sul;Colisão Lateral;
27/01/2021;15:01:00;2 - Acidente com VITIMA;300,5;BR-116/SP;Sul;Queda de Moto;
27/01/2021;18:31:00;3 - Acidente com Danos Materiais;314;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
27/01/2021;19:16:00;3 - Acidente com Danos Materiais;347,8;BR-116/SP;Sul;Colisão Traseira;
28/01/2021;11:19:00;3 - Acidente com Danos Materiais;279,9;BR-116/SP;Sul;Colisão Traseira;
28/01/2021;12:48:00;2 - Acidente com VITIMA;477;BR-116/SP;Sul;Atropelamento - Outros;
28/01/2021;17:29:00;3 - Acidente com Danos Materiais;327,8;BR-116/SP;Norte;Saida de Pista;
28/01/2021;22:22:00;3 - Acidente com Danos Materiais;279;BR-116/SP;Sul;Choque - Veiculo parado na pista;
29/01/2021;12:18:00;3 - Acidente com Danos Materiais;491,8;BR-116/SP;Sul;Choque - Elemento de Drenagem;
29/01/2021;13:54:00;2 - Acidente com VITIMA;431,9;BR-116/SP;Sul;Colisão Lateral;
29/01/2021;16:53:00;3 - Acidente com Danos Materiais;553;BR-116/SP;Norte;Saida de Pista;
29/01/2021;17:25:00;3 - Acidente com Danos Materiais;534,1;BR-116/SP;Norte;Choque - Elemento de Drenagem;
29/01/2021;17:45:00;3 - Acidente com Danos Materiais;289,9;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
29/01/2021;17:46:00;3 - Acidente com Danos Materiais;565;BR-116/SP;Sul;Capotamento;
29/01/2021;18:28:00;3 - Acidente com Danos Materiais;549;BR-116/SP;Norte;"Choque - Defensa, barreira ou ""submarino""";
29/01/2021;19:07:00;3 - Acidente com Danos Materiais;270,9;BR-116/SP;Sul;Colisão Lateral;
29/01/2021;19:37:00;3 - Acidente com Danos Materiais;287,7;BR-116/SP;Sul;Saida de Pista;
29/01/2021;22:49:00;2 - Acidente com VITIMA;301,5;BR-116/SP;Sul;Queda de Moto;
30/01/2021;00:36:00;3 - Acidente com Danos Materiais;270,4;BR-116/SP;Sul;Engavetamento;
30/01/2021;06:24:00;3 - Acidente com Danos Materiais;549,1;BR-116/SP;Sul;Tombamento;
30/01/2021;08:12:00;3 - Acidente com Danos Materiais;544,5;BR-116/SP;Norte;"Choque - Defensa, barreira ou ""submarino""";
30/01/2021;09:34:00;3 - Acidente com Danos Materiais;294,3;BR-116/SP;Sul;Colisão Frontal;
30/01/2021;12:16:00;3 - Acidente com Danos Materiais;325;BR-116/SP;Sul;Saida de Pista;
30/01/2021;12:31:00;2 - Acidente com VITIMA;273,1;BR-116/SP;Norte;Engavetamento;
30/01/2021;13:01:00;3 - Acidente com Danos Materiais;272,15;BR-116/SP;Norte;Engavetamento;
30/01/2021;15:24:00;3 - Acidente com Danos Materiais;565,4;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
30/01/2021;15:35:00;3 - Acidente com Danos Materiais;56,5;BR-116/PR;Sul;"Choque - Defensa, barreira ou ""submarino""";
30/01/2021;15:37:00;3 - Acidente com Danos Materiais;46,7;BR-116/PR;Norte;"Choque - Defensa, barreira ou ""submarino""";
30/01/2021;15:57:00;3 - Acidente com Danos Materiais;564,1;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
30/01/2021;16:17:00;3 - Acidente com Danos Materiais;353;BR-116/SP;Sul;Saida de Pista;
30/01/2021;16:47:00;3 - Acidente com Danos Materiais;326,05;BR-116/SP;Norte;Colisão Traseira;
30/01/2021;17:17:00;3 - Acidente com Danos Materiais;548,4;BR-116/SP;Norte;Colisão Traseira;
30/01/2021;17:23:00;2 - Acidente com VITIMA;509,8;BR-116/SP;Norte;Capotamento;
30/01/2021;17:47:00;2 - Acidente com VITIMA;274;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
30/01/2021;18:39:00;3 - Acidente com Danos Materiais;545,5;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
30/01/2021;18:56:00;3 - Acidente com Danos Materiais;324;BR-116/SP;Sul;Colisão Traseira;
30/01/2021;20:13:00;1 - Acidente com Vitima Fatal;282,95;BR-116/SP;Norte;Capotamento;1
30/01/2021;22:19:00;3 - Acidente com Danos Materiais;42,2;BR-116/PR;Sul;"Choque - Defensa, barreira ou ""submarino""";
30/01/2021;22:21:00;2 - Acidente com VITIMA;283,1;BR-116/SP;Sul;Capotamento;
30/01/2021;23:59:00;2 - Acidente com VITIMA;272,585;BR-116/SP;Norte;Colisão Lateral;
31/01/2021;05:27:00;2 - Acidente com VITIMA;269,8;BR-116/SP;Sul;Queda de Moto;
31/01/2021;13:00:00;2 - Acidente com VITIMA;359,3;BR-116/SP;Norte;Tombamento;
31/01/2021;13:45:00;3 - Acidente com Danos Materiais;520,3;BR-116/SP;Sul;Saida de Pista;
31/01/2021;16:15:00;3 - Acidente com Danos Materiais;441;BR-116/SP;Sul;Saida de Pista;
31/01/2021;17:01:00;3 - Acidente com Danos Materiais;540,2;BR-116/SP;Norte;Colisão Lateral;
31/01/2021;19:22:00;3 - Acidente com Danos Materiais;564;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
