data;horario;tipo_de_ocorrencia;km;trecho;sentido;tipo_de_acidente;mortos
03/01/2021;13:39:00;3 - Acidente com Danos Materiais;296;BR-116/SP;Norte;Engavetamento;
03/01/2021;15:06:00;3 - Acidente com Danos Materiais;481,9;BR-116/SP;Sul;Colisão Lateral;
03/01/2021;15:14:00;3 - Acidente com Danos Materiais;565,1;BR-116/SP;Sul;Saida de Pista;
03/01/2021;16:08:00;3 - Acidente com Danos Materiais;6,9;BR-116/PR;Sul;"Choque - Defensa, barreira ou ""submarino""";
03/01/2021;16:35:00;3 - Acidente com Danos Materiais;58,9;BR-116/PR;Sul;"Choque - Defensa, barreira ou ""submarino""";
03/01/2021;16:58:00;3 - Acidente com Danos Materiais;308;BR-116/SP;Norte;Engavetamento;
03/01/2021;17:21:00;3 - Acidente com Danos Materiais;39,3;BR-116/PR;Sul;"Choque - Defensa, barreira ou ""submarino""";
03/01/2021;18:22:00;3 - Acidente com Danos Materiais;336;BR-116/SP;Norte;Colisão Traseira;
03/01/2021;18:35:00;2 - Acidente com VITIMA;537,6;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
03/01/2021;18:45:00;3 - Acidente com Danos Materiais;548,7;BR-116/SP;Sul;Saida de Pista;
03/01/2021;18:46:00;3 - Acidente com Danos Materiais;504,6;BR-116/SP;Norte;"Choque - Defensa, barreira ou ""submarino""";
03/01/2021;18:56:00;3 - Acidente com Danos Materiais;26,3;BR-116/PR;Norte;"Choque - Defensa, barreira ou ""submarino""";
03/01/2021;20:02:00;2 - Acidente com VITIMA;301,8;BR-116/SP;Norte;Queda de Moto;
03/01/2021;21:49:00;3 - Acidente com Danos Materiais;515,3;BR-116/SP;Norte;"Choque - Defensa, barreira ou ""submarino""";
04/01/2021;04:09:00;2 - Acidente com VITIMA;339,6;BR-116/SP;Sul;Capotamento;
04/01/2021;12:20:00;3 - Acidente com Danos Materiais;426,6;BR-116/SP;Norte;Colisão Lateral;
04/01/2021;12:52:00;3 - Acidente com Danos Materiais;518,05;BR-116/SP;Sul;Saida de Pista;
04/01/2021;15:13:00;2 - Acidente com VITIMA;550,4;BR-116/SP;Norte;Tombamento;
04/01/2021;19:31:00;2 - Acidente com VITIMA;7,9;BR-116/CW;Norte;Engavetamento;
05/01/2021;07:25:00;2 - Acidente com VITIMA;324;BR-116/SP;Norte;Queda de Moto;
05/01/2021;08:25:00;2 - Acidente com VITIMA;278,5;BR-116/SP;Sul;Queda de Moto;
05/01/2021;08:39:00;3 - Acidente com Danos Materiais;293,3;BR-116/SP;Norte;Colisão Lateral;
05/01/2021;13:52:00;3 - Acidente com Danos Materiais;521;BR-116/SP;Sul;Saida de Pista;
05/01/2021;14:59:00;3 - Acidente com Danos Materiais;274;BR-116/SP;Norte;Colisão Traseira;
05/01/2021;15:33:00;2 - Acidente com VITIMA;384;BR-116/SP;Norte;Capotamento;
05/01/2021;16:40:00;3 - Acidente com Danos Materiais;67,6;BR-116/PR;Sul;"Choque - Defensa, barreira ou ""submarino""";
05/01/2021;16:41:00;2 - Acidente com VITIMA;509,8;BR-116/SP;Norte;Capotamento;
05/01/2021;16:46:00;3 - Acidente com Danos Materiais;503,9;BR-116/SP;Norte;Saida de Pista;
05/01/2021;16:52:00;3 - Acidente com Danos Materiais;272;BR-116/SP;Norte;Colisão Traseira;
05/01/2021;18:37:00;3 - Acidente com Danos Materiais;566,8;BR-116/SP;Sul;Saida de Pista;
05/01/2021;18:48:00;3 - Acidente com Danos Materiais;6,9;BR-116/PR;Sul;"Choque - Defensa, barreira ou ""submarino""";
05/01/2021;20:34:00;3 - Acidente com Danos Materiais;555,3;BR-116/SP;Sul;Colisão Lateral;
05/01/2021;21:55:00;3 - Acidente com Danos Materiais;271;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
05/01/2021;23:09:00;2 - Acidente com VITIMA;548,7;BR-116/SP;Sul;Saida de Pista;
06/01/2021;03:04:00;3 - Acidente com Danos Materiais;467;BR-116/SP;Norte;Saida de Pista;
06/01/2021;08:42:00;3 - Acidente com Danos Materiais;400;BR-116/SP;Norte;Colisão Traseira;
06/01/2021;13:24:00;2 - Acidente com VITIMA;356;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
06/01/2021;16:00:00;3 - Acidente com Danos Materiais;331;BR-116/SP;Norte;Saida de Pista;
06/01/2021;16:32:00;2 - Acidente com VITIMA;297;BR-116/SP;Norte;Capotamento;
06/01/2021;19:38:00;3 - Acidente com Danos Materiais;272,8;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
07/01/2021;00:02:00;3 - Acidente com Danos Materiais;329,9;BR-116/SP;Norte;Colisão Traseira;
07/01/2021;10:30:00;2 - Acidente com VITIMA;281;BR-116/SP;Sul;Engavetamento;
07/01/2021;12:07:00;3 - Acidente com Danos Materiais;280;BR-116/SP;Sul;Colisão Traseira;
07/01/2021;13:56:00;3 - Acidente com Danos Materiais;545,5;BR-116/SP;Sul;Tombamento;
07/01/2021;16:34:00;3 - Acidente com Danos Materiais;516;BR-116/SP;Norte;Colisão Traseira;
07/01/2021;19:45:00;3 - Acidente com Danos Materiais;539;BR-116/SP;Sul;Colisão Lateral;
07/01/2021;22:17:00;3 - Acidente com Danos Materiais;311,4;BR-116/SP;Norte;Colisão Lateral;
08/01/2021;09:42:00;3 - Acidente com Danos Materiais;434,2;BR-116/SP;Sul;Saida de Pista;
08/01/2021;09:53:00;3 - Acidente com Danos Materiais;283;BR-116/SP;Norte;Engavetamento;
08/01/2021;11:18:00;3 - Acidente com Danos Materiais;515;BR-116/SP;Norte;Colisão Lateral;
08/01/2021;11:35:00;3 - Acidente com Danos Materiais;541;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
08/01/2021;11:57:00;1 - Acidente com Vitima Fatal;289,2;BR-116/SP;Sul;Colisão Traseira;1
08/01/2021;13:20:00;3 - Acidente com Danos Materiais;514;BR-116/SP;Norte;"Choque - Defensa, barreira ou ""submarino""";
08/01/2021;13:46:00;3 - Acidente com Danos Materiais;549;BR-116/SP;Norte;Saida de Pista;
08/01/2021;14:50:00;2 - Acidente com VITIMA;315,4;BR-116/SP;Sul;Capotamento;
08/01/2021;14:57:00;3 - Acidente com Danos Materiais;553;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
08/01/2021;15:09:00;3 - Acidente com Danos Materiais;511;BR-116/SP;Norte;Choque - Talude;
08/01/2021;15:13:00;3 - Acidente com Danos Materiais;14;BR-116/PR;Norte;"Choque - Defensa, barreira ou ""submarino""";
08/01/2021;15:26:00;3 - Acidente com Danos Materiais;522,1;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
08/01/2021;15:35:00;3 - Acidente com Danos Materiais;46,9;BR-116/PR;Norte;"Choque - Defensa, barreira ou ""submarino""";
08/01/2021;15:42:00;3 - Acidente com Danos Materiais;42,1;BR-116/PR;Sul;"Choque - Defensa, barreira ou ""submarino""";
08/01/2021;16:01:00;3 - Acidente com Danos Materiais;548,1;BR-116/SP;Norte;"Choque - Defensa, barreira ou ""submarino""";
08/01/2021;16:25:00;3 - Acidente com Danos Materiais;565,5;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
08/01/2021;16:27:00;2 - Acidente com VITIMA;565,4;BR-116/SP;Sul;Colisão Traseira;
08/01/2021;16:44:00;3 - Acidente com Danos Materiais;504,8;BR-116/SP;Sul;Colisão Traseira;
08/01/2021;16:50:00;3 - Acidente com Danos Materiais;7,8;BR-116/PR;Sul;"Choque - Defensa, barreira ou ""submarino""";
08/01/2021;17:16:00;3 - Acidente com Danos Materiais;541,2;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
08/01/2021;18:02:00;2 - Acidente com VITIMA;284,6;BR-116/SP;Sul;Atropelamento - Andarilho;
08/01/2021;18:00:00;2 - Acidente com VITIMA;489;BR-116/SP;Sul;Capotamento;
08/01/2021;18:28:00;3 - Acidente com Danos Materiais;564,1;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
08/01/2021;18:43:00;3 - Acidente com Danos Materiais;481;BR-116/SP;Sul;Saida de Pista;
08/01/2021;20:08:00;3 - Acidente com Danos Materiais;44,2;BR-116/PR;Sul;"Choque - Defensa, barreira ou ""submarino""";
08/01/2021;20:45:00;3 - Acidente com Danos Materiais;505,1;BR-116/SP;Norte;"Choque - Defensa, barreira ou ""submarino""";
08/01/2021;20:54:00;2 - Acidente com VITIMA;567,5;BR-116/SP;Sul;Choque - Elemento de Drenagem;
08/01/2021;23:43:00;3 - Acidente com Danos Materiais;272,5;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
08/01/2021;23:47:00;2 - Acidente com VITIMA;269,4;BR-116/SP;Norte;Atropelamento - Outros;
09/01/2021;05:33:00;3 - Acidente com Danos Materiais;395,5;BR-116/SP;Norte;Capotamento;
09/01/2021;13:01:00;2 - Acidente com VITIMA;284,1;BR-116/SP;Norte;Atropelamento - Ciclista;
09/01/2021;13:35:00;2 - Acidente com VITIMA;488,8;BR-116/SP;Sul;Capotamento;
09/01/2021;13:48:00;3 - Acidente com Danos Materiais;481,5;BR-116/SP;Norte;Saida de Pista;
09/01/2021;13:47:00;3 - Acidente com Danos Materiais;543;BR-116/SP;Sul;Colisão Traseira;
09/01/2021;16:17:00;1 - Acidente com Vitima Fatal;488,8;BR-116/SP;Sul;Capotamento;1
09/01/2021;16:45:00;3 - Acidente com Danos Materiais;499,9;BR-116/SP;Sul;Choque - Elemento de Drenagem;
09/01/2021;17:08:00;3 - Acidente com Danos Materiais;511,8;BR-116/SP;Norte;Capotamento;
09/01/2021;17:10:00;3 - Acidente com Danos Materiais;499,9;BR-116/SP;Sul;Capotamento;
09/01/2021;19:43:00;3 - Acidente com Danos Materiais;359;BR-116/SP;Sul;Colisão Lateral;
10/01/2021;06:33:00;3 - Acidente com Danos Materiais;488,6;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
10/01/2021;08:47:00;3 - Acidente com Danos Materiais;541,5;BR-116/SP;Sul;Tombamento;
10/01/2021;11:08:00;3 - Acidente com Danos Materiais;407,2;BR-116/SP;Norte;Saida de Pista;
10/01/2021;11:33:00;3 - Acidente com Danos Materiais;432,8;BR-116/SP;Norte;Saida de Pista;
10/01/2021;13:59:00;3 - Acidente com Danos Materiais;42,1;BR-116/PR;Sul;"Choque - Defensa, barreira ou ""submarino""";
10/01/2021;14:48:00;3 - Acidente com Danos Materiais;339,3;BR-116/SP;Sul;Saida de Pista;
10/01/2021;15:43:00;3 - Acidente com Danos Materiais;7,3;BR-116/CW;Sul;"Choque - Defensa, barreira ou ""submarino""";
10/01/2021;16:27:00;3 - Acidente com Danos Materiais;7,3;BR-116/CW;Sul;Colisão Traseira;
10/01/2021;16:40:00;3 - Acidente com Danos Materiais;350,3;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
10/01/2021;16:41:00;3 - Acidente com Danos Materiais;336,3;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
10/01/2021;17:26:00;3 - Acidente com Danos Materiais;312,5;BR-116/SP;Norte;"Choque - Defensa, barreira ou ""submarino""";
10/01/2021;18:57:00;3 - Acidente com Danos Materiais;12,7;BR-116/PR;Sul;"Choque - Defensa, barreira ou ""submarino""";
10/01/2021;19:29:00;3 - Acidente com Danos Materiais;271,5;BR-116/SP;Norte;"Choque - Defensa, barreira ou ""submarino""";
10/01/2021;20:21:00;2 - Acidente com VITIMA;384,7;BR-116/SP;Norte;Colisão Transversal;
10/01/2021;22:26:00;2 - Acidente com VITIMA;288,1;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
11/01/2021;00:25:00;2 - Acidente com VITIMA;275,5;BR-116/SP;Norte;"Choque - Defensa, barreira ou ""submarino""";
11/01/2021;06:13:00;3 - Acidente com Danos Materiais;541;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
11/01/2021;06:45:00;3 - Acidente com Danos Materiais;561,5;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
11/01/2021;06:49:00;3 - Acidente com Danos Materiais;6;BR-116/CW;Norte;Colisão Traseira;
11/01/2021;07:06:00;2 - Acidente com VITIMA;270;BR-116/SP;Norte;Queda de Moto;
11/01/2021;07:27:00;3 - Acidente com Danos Materiais;14;BR-116/CW;Norte;Saida de Pista;
11/01/2021;07:59:00;3 - Acidente com Danos Materiais;42;BR-116/PR;Sul;"Choque - Defensa, barreira ou ""submarino""";
11/01/2021;08:01:00;3 - Acidente com Danos Materiais;67;BR-116/PR;Norte;"Choque - Defensa, barreira ou ""submarino""";
11/01/2021;08:07:00;3 - Acidente com Danos Materiais;300;BR-116/SP;Norte;Colisão Traseira;
11/01/2021;08:13:00;2 - Acidente com VITIMA;12;BR-116/PR;Sul;"Choque - Defensa, barreira ou ""submarino""";
11/01/2021;08:31:00;3 - Acidente com Danos Materiais;42;BR-116/PR;Sul;"Choque - Defensa, barreira ou ""submarino""";
11/01/2021;09:05:00;3 - Acidente com Danos Materiais;65;BR-116/PR;Sul;"Choque - Defensa, barreira ou ""submarino""";
11/01/2021;11:32:00;3 - Acidente com Danos Materiais;514,4;BR-116/SP;Norte;Capotamento;
11/01/2021;13:13:00;3 - Acidente com Danos Materiais;278,9;BR-116/SP;Sul;Capotamento;
11/01/2021;13:42:00;3 - Acidente com Danos Materiais;515,5;BR-116/SP;Norte;"Choque - Defensa, barreira ou ""submarino""";
11/01/2021;14:06:00;3 - Acidente com Danos Materiais;504,5;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
11/01/2021;14:19:00;2 - Acidente com VITIMA;505,5;BR-116/SP;Sul;Saida de Pista;
11/01/2021;14:48:00;3 - Acidente com Danos Materiais;567,8;BR-116/SP;Norte;Saida de Pista;
11/01/2021;16:35:00;3 - Acidente com Danos Materiais;387,3;BR-116/SP;Norte;Colisão Traseira;
11/01/2021;17:15:00;3 - Acidente com Danos Materiais;542,9;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
11/01/2021;17:21:00;3 - Acidente com Danos Materiais;541,6;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
11/01/2021;17:27:00;3 - Acidente com Danos Materiais;332,5;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
11/01/2021;18:44:00;2 - Acidente com VITIMA;561,6;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
11/01/2021;21:13:00;2 - Acidente com VITIMA;477,1;BR-116/SP;Norte;Colisão Frontal;
12/01/2021;00:14:00;3 - Acidente com Danos Materiais;42;BR-116/PR;Sul;"Choque - Defensa, barreira ou ""submarino""";
12/01/2021;03:49:00;2 - Acidente com VITIMA;547;BR-116/SP;Sul;Tombamento;
12/01/2021;05:36:00;3 - Acidente com Danos Materiais;415;BR-116/SP;Norte;Saida de Pista;
12/01/2021;05:42:00;2 - Acidente com VITIMA;33,6;BR-116/PR;Norte;"Choque - Defensa, barreira ou ""submarino""";
12/01/2021;10:07:00;3 - Acidente com Danos Materiais;361,4;BR-116/SP;Norte;Colisão Lateral;
12/01/2021;10:15:00;3 - Acidente com Danos Materiais;278,8;BR-116/SP;Sul;Colisão Traseira;
12/01/2021;11:24:00;3 - Acidente com Danos Materiais;444;BR-116/SP;Sul;Colisão Lateral;
12/01/2021;11:58:00;2 - Acidente com VITIMA;477;BR-116/SP;Norte;Atropelamento - Ciclista;
12/01/2021;15:23:00;3 - Acidente com Danos Materiais;301;BR-116/SP;Sul;Colisão Lateral;
12/01/2021;16:57:00;2 - Acidente com VITIMA;412,1;BR-116/SP;Norte;Queda de Moto;
12/01/2021;17:19:00;2 - Acidente com VITIMA;412,15;BR-116/SP;Norte;"Choque - Defensa, barreira ou ""submarino""";
12/01/2021;19:47:00;3 - Acidente com Danos Materiais;412;BR-116/SP;Sul;Saida de Pista;
12/01/2021;20:14:00;2 - Acidente com VITIMA;343,9;BR-116/SP;Norte;Colisão Lateral;
12/01/2021;23:37:00;2 - Acidente com VITIMA;278,8;BR-116/SP;Sul;Colisão Traseira;
13/01/2021;01:35:00;3 - Acidente com Danos Materiais;501,4;BR-116/SP;Sul;Colisão Traseira;
13/01/2021;06:43:00;3 - Acidente com Danos Materiais;349,5;BR-116/SP;Sul;Colisão Traseira;
13/01/2021;07:10:00;3 - Acidente com Danos Materiais;353;BR-116/SP;Sul;Saida de Pista;
13/01/2021;07:31:00;2 - Acidente com VITIMA;495;BR-116/SP;Norte;"Choque - Defensa, barreira ou ""submarino""";
13/01/2021;09:12:00;3 - Acidente com Danos Materiais;550,2;BR-116/SP;Norte;"Choque - Defensa, barreira ou ""submarino""";
13/01/2021;09:58:00;3 - Acidente com Danos Materiais;551,5;BR-116/SP;Norte;"Choque - Defensa, barreira ou ""submarino""";
13/01/2021;10:00:00;3 - Acidente com Danos Materiais;561;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
13/01/2021;10:02:00;3 - Acidente com Danos Materiais;28;BR-116/PR;Norte;"Choque - Defensa, barreira ou ""submarino""";
13/01/2021;11:07:00;3 - Acidente com Danos Materiais;541,6;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
13/01/2021;11:08:00;3 - Acidente com Danos Materiais;564;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
13/01/2021;12:04:00;3 - Acidente com Danos Materiais;6;BR-116/PR;Sul;"Choque - Defensa, barreira ou ""submarino""";
13/01/2021;12:12:00;3 - Acidente com Danos Materiais;549;BR-116/SP;Norte;"Choque - Defensa, barreira ou ""submarino""";
13/01/2021;12:42:00;3 - Acidente com Danos Materiais;276,3;BR-116/SP;Norte;Capotamento;
13/01/2021;13:04:00;3 - Acidente com Danos Materiais;565,05;BR-116/SP;Sul;Saida de Pista;
13/01/2021;13:10:00;3 - Acidente com Danos Materiais;300;BR-116/SP;Norte;Colisão Traseira;
13/01/2021;13:17:00;3 - Acidente com Danos Materiais;66,2;BR-116/PR;Sul;"Choque - Defensa, barreira ou ""submarino""";
13/01/2021;13:24:00;3 - Acidente com Danos Materiais;42,5;BR-116/PR;Sul;"Choque - Defensa, barreira ou ""submarino""";
13/01/2021;13:32:00;3 - Acidente com Danos Materiais;566;BR-116/SP;Norte;"Choque - Defensa, barreira ou ""submarino""";
13/01/2021;14:16:00;3 - Acidente com Danos Materiais;566,7;BR-116/SP;Sul;Tombamento;
13/01/2021;14:39:00;3 - Acidente com Danos Materiais;28;BR-116/PR;Norte;"Choque - Defensa, barreira ou ""submarino""";
13/01/2021;15:23:00;3 - Acidente com Danos Materiais;566,6;BR-116/SP;Norte;Tombamento;
13/01/2021;15:54:00;3 - Acidente com Danos Materiais;548,6;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
13/01/2021;16:21:00;3 - Acidente com Danos Materiais;29,4;BR-116/PR;Norte;"Choque - Defensa, barreira ou ""submarino""";
13/01/2021;16:35:00;3 - Acidente com Danos Materiais;40;BR-116/PR;Norte;"Choque - Defensa, barreira ou ""submarino""";
13/01/2021;16:52:00;3 - Acidente com Danos Materiais;395,1;BR-116/SP;Sul;Tombamento;
13/01/2021;17:26:00;3 - Acidente com Danos Materiais;515,3;BR-116/SP;Norte;Tombamento;
13/01/2021;17:55:00;3 - Acidente com Danos Materiais;511,7;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
13/01/2021;18:09:00;3 - Acidente com Danos Materiais;279,7;BR-116/SP;Sul;Colisão Traseira;
14/01/2021;00:03:00;3 - Acidente com Danos Materiais;398,9;BR-116/SP;Sul;Colisão Traseira;
14/01/2021;01:13:00;3 - Acidente com Danos Materiais;337,76;BR-116/SP;Norte;Colisão Traseira;
14/01/2021;01:33:00;3 - Acidente com Danos Materiais;16,1;BR-116/CW;Norte;"Choque - Defensa, barreira ou ""submarino""";
14/01/2021;03:33:00;3 - Acidente com Danos Materiais;541,6;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
14/01/2021;06:19:00;3 - Acidente com Danos Materiais;347,8;BR-116/SP;Norte;"Choque - Defensa, barreira ou ""submarino""";
14/01/2021;06:56:00;3 - Acidente com Danos Materiais;370;BR-116/SP;Sul;Colisão Traseira;
14/01/2021;07:33:00;3 - Acidente com Danos Materiais;541,5;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
14/01/2021;08:13:00;3 - Acidente com Danos Materiais;567;BR-116/SP;Norte;Capotamento;
14/01/2021;08:24:00;3 - Acidente com Danos Materiais;564;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
14/01/2021;11:45:00;2 - Acidente com VITIMA;435,5;BR-116/SP;Norte;Queda de Moto;
14/01/2021;13:41:00;3 - Acidente com Danos Materiais;562,2;BR-116/SP;Sul;Saida de Pista;
14/01/2021;13:43:00;3 - Acidente com Danos Materiais;278,5;BR-116/SP;Norte;Colisão Lateral;
14/01/2021;15:28:00;2 - Acidente com VITIMA;313,2;BR-116/SP;Norte;Tombamento;
14/01/2021;15:37:00;3 - Acidente com Danos Materiais;567,1;BR-116/SP;Norte;"Choque - Defensa, barreira ou ""submarino""";
14/01/2021;15:40:00;3 - Acidente com Danos Materiais;0,5;BR-116/PR;Sul;"Choque - Defensa, barreira ou ""submarino""";
14/01/2021;17:04:00;3 - Acidente com Danos Materiais;548,7;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
14/01/2021;18:18:00;3 - Acidente com Danos Materiais;18,7;BR-116/PR;Sul;"Choque - Defensa, barreira ou ""submarino""";
14/01/2021;18:21:00;3 - Acidente com Danos Materiais;567,8;BR-116/SP;Norte;Tombamento;
14/01/2021;18:48:00;3 - Acidente com Danos Materiais;541,9;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
14/01/2021;20:53:00;3 - Acidente com Danos Materiais;513,9;BR-116/SP;Norte;"Choque - Defensa, barreira ou ""submarino""";
15/01/2021;01:42:00;3 - Acidente com Danos Materiais;344,7;BR-116/SP;Sul;Colisão Traseira;
15/01/2021;03:58:00;2 - Acidente com VITIMA;315,5;BR-116/SP;Norte;Colisão Traseira;
15/01/2021;07:33:00;3 - Acidente com Danos Materiais;387,8;BR-116/SP;Norte;Colisão Traseira;
15/01/2021;08:37:00;3 - Acidente com Danos Materiais;389,5;BR-116/SP;Sul;Colisão Traseira;
15/01/2021;09:24:00;2 - Acidente com VITIMA;272,5;BR-116/SP;Norte;Queda de Moto;
15/01/2021;12:20:00;2 - Acidente com VITIMA;509,5;BR-116/SP;Norte;Capotamento;
15/01/2021;13:28:00;2 - Acidente com VITIMA;347;BR-116/SP;Norte;"Choque - Defensa, barreira ou ""submarino""";
15/01/2021;13:47:00;3 - Acidente com Danos Materiais;325,8;BR-116/SP;Norte;"Choque - Defensa, barreira ou ""submarino""";
15/01/2021;13:50:00;3 - Acidente com Danos Materiais;300,3;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
15/01/2021;15:57:00;3 - Acidente com Danos Materiais;541,3;BR-116/SP;Norte;Saida de Pista;
15/01/2021;16:02:00;3 - Acidente com Danos Materiais;360,1;BR-116/SP;Norte;Saida de Pista;
15/01/2021;16:19:00;3 - Acidente com Danos Materiais;288,1;BR-116/SP;Norte;Capotamento;
15/01/2021;17:09:00;2 - Acidente com VITIMA;548,75;BR-116/SP;Sul;Capotamento;
15/01/2021;17:10:00;3 - Acidente com Danos Materiais;548,7;BR-116/SP;Sul;Colisão Traseira;
15/01/2021;17:09:00;3 - Acidente com Danos Materiais;548,75;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
15/01/2021;18:21:00;3 - Acidente com Danos Materiais;499,6;BR-116/SP;Sul;Choque - Elemento de Drenagem;
15/01/2021;18:53:00;2 - Acidente com VITIMA;269;BR-116/SP;Norte;Engavetamento;
15/01/2021;23:35:00;2 - Acidente com VITIMA;462,9;BR-116/SP;Sul;Colisão Traseira;
16/01/2021;04:01:00;3 - Acidente com Danos Materiais;420;BR-116/SP;Norte;Capotamento;
16/01/2021;04:15:00;2 - Acidente com VITIMA;270;BR-116/SP;Sul;Capotamento;
16/01/2021;10:25:00;3 - Acidente com Danos Materiais;504,6;BR-116/SP;Norte;Tombamento;
16/01/2021;12:50:00;3 - Acidente com Danos Materiais;505,2;BR-116/SP;Norte;Colisão Traseira;
16/01/2021;16:45:00;3 - Acidente com Danos Materiais;560;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
16/01/2021;20:16:00;3 - Acidente com Danos Materiais;541,3;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
17/01/2021;06:13:00;3 - Acidente com Danos Materiais;541,5;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
17/01/2021;06:41:00;3 - Acidente com Danos Materiais;565;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
17/01/2021;07:11:00;3 - Acidente com Danos Materiais;511,5;BR-116/SP;Norte;Tombamento;
17/01/2021;08:47:00;3 - Acidente com Danos Materiais;567;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
17/01/2021;10:07:00;3 - Acidente com Danos Materiais;562;BR-116/SP;Norte;Objeto lançado contra veículo;
17/01/2021;11:10:00;3 - Acidente com Danos Materiais;485,901;BR-116/SP;Norte;Colisão Traseira;
17/01/2021;14:44:00;3 - Acidente com Danos Materiais;289;BR-116/SP;Norte;Queda de Moto;
17/01/2021;18:45:00;3 - Acidente com Danos Materiais;339,3;BR-116/SP;Norte;Choque - Elemento de Drenagem;
17/01/2021;19:16:00;3 - Acidente com Danos Materiais;44,1;BR-116/PR;Sul;"Choque - Defensa, barreira ou ""submarino""";
17/01/2021;19:34:00;3 - Acidente com Danos Materiais;545,1;BR-116/SP;Norte;"Choque - Defensa, barreira ou ""submarino""";
17/01/2021;20:30:00;3 - Acidente com Danos Materiais;413,3;BR-116/SP;Norte;Saida de Pista;
17/01/2021;21:14:00;3 - Acidente com Danos Materiais;329,5;BR-116/SP;Norte;Choque - Elemento de Drenagem;
17/01/2021;21:35:00;3 - Acidente com Danos Materiais;414,3;BR-116/SP;Sul;Saida de Pista;
18/01/2021;01:32:00;3 - Acidente com Danos Materiais;565;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
18/01/2021;03:13:00;3 - Acidente com Danos Materiais;394,8;BR-116/SP;Sul;Saida de Pista;
18/01/2021;06:21:00;3 - Acidente com Danos Materiais;281,8;BR-116/SP;Norte;Colisão Lateral;
18/01/2021;10:06:00;3 - Acidente com Danos Materiais;509,7;BR-116/SP;Norte;Choque - Elemento de Drenagem;
18/01/2021;11:09:00;2 - Acidente com VITIMA;404,05;BR-116/SP;Sul;Tombamento;
18/01/2021;11:21:00;2 - Acidente com VITIMA;548,6;BR-116/SP;Sul;Colisão Transversal;
18/01/2021;12:12:00;3 - Acidente com Danos Materiais;38,3;BR-116/PR;Sul;"Choque - Defensa, barreira ou ""submarino""";
18/01/2021;13:00:00;3 - Acidente com Danos Materiais;44,3;BR-116/PR;Sul;"Choque - Defensa, barreira ou ""submarino""";
18/01/2021;13:00:00;3 - Acidente com Danos Materiais;364;BR-116/SP;Sul;Tombamento;
18/01/2021;13:06:00;3 - Acidente com Danos Materiais;46,9;BR-116/PR;Sul;"Choque - Defensa, barreira ou ""submarino""";
18/01/2021;13:15:00;3 - Acidente com Danos Materiais;541,5;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
18/01/2021;13:49:00;3 - Acidente com Danos Materiais;546,1;BR-116/SP;Sul;"Choque - Defensa, barreira ou ""submarino""";
